ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.Plane	plane	1589924592922	 	3.3.1
REQUEST	320		AirlineLogged	1589924641658	1589924641662	OK	 
REQUEST	320		AirlineLogged Redirect 1	1589924641662	1589924641665	OK	 
USER	Airlines	696	START	1589924641707	1589924641707
USER	Clients	704	START	1589924641709	1589924641709
REQUEST	704		ClientLogin	1589924641709	1589924641715	OK	 
REQUEST	696		AirlineLogin	1589924641708	1589924641716	OK	 
REQUEST	449		ClientLogged	1589924641739	1589924641743	OK	 
REQUEST	449		ClientLogged Redirect 1	1589924641743	1589924641747	OK	 
REQUEST	321		AirlineLogged	1589924641749	1589924641759	OK	 
USER	Clients	209	END	1589924608710	1589924641762
REQUEST	321		AirlineLogged Redirect 1	1589924641759	1589924641764	OK	 
REQUEST	314		ShowPlaneClient	1589924641749	1589924641764	OK	 
USER	Airlines	697	START	1589924641811	1589924641811
REQUEST	697		AirlineLogin	1589924641811	1589924641816	OK	 
REQUEST	322		AirlineLogged	1589924641849	1589924641857	OK	 
REQUEST	322		AirlineLogged Redirect 1	1589924641858	1589924641861	OK	 
USER	Airlines	698	START	1589924641910	1589924641910
USER	Clients	705	START	1589924641910	1589924641910
REQUEST	698		AirlineLogin	1589924641910	1589924641916	OK	 
REQUEST	705		ClientLogin	1589924641913	1589924641918	OK	 
REQUEST	450		ClientLogged	1589924641939	1589924641945	OK	 
REQUEST	450		ClientLogged Redirect 1	1589924641945	1589924641949	OK	 
REQUEST	323		AirlineLogged	1589924641950	1589924641958	OK	 
REQUEST	323		AirlineLogged Redirect 1	1589924641958	1589924641962	OK	 
USER	Clients	210	END	1589924608912	1589924641963
REQUEST	315		ShowPlaneClient	1589924641962	1589924641977	OK	 
USER	Airlines	699	START	1589924642010	1589924642010
REQUEST	699		AirlineLogin	1589924642011	1589924642015	OK	 
REQUEST	324		AirlineLogged	1589924642059	1589924642063	OK	 
REQUEST	324		AirlineLogged Redirect 1	1589924642064	1589924642069	OK	 
USER	Airlines	700	START	1589924642109	1589924642109
USER	Clients	706	START	1589924642109	1589924642109
REQUEST	700		AirlineLogin	1589924642109	1589924642115	OK	 
REQUEST	706		ClientLogin	1589924642109	1589924642116	OK	 
REQUEST	451		ClientLogged	1589924642143	1589924642147	OK	 
USER	Clients	211	END	1589924609107	1589924642147
REQUEST	451		ClientLogged Redirect 1	1589924642147	1589924642152	OK	 
REQUEST	325		AirlineLogged	1589924642158	1589924642162	OK	 
REQUEST	325		AirlineLogged Redirect 1	1589924642163	1589924642169	OK	 
REQUEST	316		ShowPlaneClient	1589924642158	1589924642171	OK	 
USER	Airlines	701	START	1589924642212	1589924642212
REQUEST	701		AirlineLogin	1589924642213	1589924642217	OK	 
REQUEST	326		AirlineLogged	1589924642249	1589924642253	OK	 
REQUEST	326		AirlineLogged Redirect 1	1589924642254	1589924642257	OK	 
USER	Clients	707	START	1589924642308	1589924642308
USER	Airlines	702	START	1589924642308	1589924642308
REQUEST	702		AirlineLogin	1589924642309	1589924642315	OK	 
REQUEST	707		ClientLogin	1589924642309	1589924642315	OK	 
REQUEST	452		ClientLogged	1589924642342	1589924642346	OK	 
REQUEST	452		ClientLogged Redirect 1	1589924642347	1589924642353	OK	 
REQUEST	327		AirlineLogged	1589924642347	1589924642354	OK	 
REQUEST	327		AirlineLogged Redirect 1	1589924642355	1589924642361	OK	 
USER	Clients	212	END	1589924609308	1589924642365
REQUEST	317		ShowPlaneClient	1589924642363	1589924642381	OK	 
USER	Airlines	708	START	1589924642420	1589924642420
REQUEST	708		AirlineLogin	1589924642420	1589924642424	OK	 
REQUEST	333		AirlineLogged	1589924642442	1589924642446	OK	 
REQUEST	333		AirlineLogged Redirect 1	1589924642446	1589924642450	OK	 
USER	Clients	718	START	1589924642519	1589924642519
USER	Airlines	709	START	1589924642519	1589924642519
REQUEST	718		ClientLogin	1589924642519	1589924642525	OK	 
REQUEST	709		AirlineLogin	1589924642519	1589924642525	OK	 
REQUEST	334		AirlineLogged	1589924642530	1589924642538	OK	 
REQUEST	463		ClientLogged	1589924642530	1589924642551	OK	 
REQUEST	334		AirlineLogged Redirect 1	1589924642539	1589924642556	OK	 
REQUEST	328		ShowPlaneClient	1589924642548	1589924642567	OK	 
REQUEST	463		ClientLogged Redirect 1	1589924642552	1589924642573	OK	 
USER	Clients	223	END	1589924609519	1589924642579
USER	Airlines	710	START	1589924642620	1589924642620
REQUEST	710		AirlineLogin	1589924642620	1589924642627	OK	 
REQUEST	335		AirlineLogged	1589924642633	1589924642644	OK	 
REQUEST	335		AirlineLogged Redirect 1	1589924642644	1589924642657	OK	 
USER	Airlines	711	START	1589924642717	1589924642717
USER	Clients	719	START	1589924642717	1589924642717
REQUEST	719		ClientLogin	1589924642718	1589924642724	OK	 
REQUEST	711		AirlineLogin	1589924642718	1589924642729	OK	 
REQUEST	464		ClientLogged	1589924642729	1589924642739	OK	 
REQUEST	336		AirlineLogged	1589924642729	1589924642740	OK	 
REQUEST	464		ClientLogged Redirect 1	1589924642739	1589924642747	OK	 
REQUEST	336		AirlineLogged Redirect 1	1589924642740	1589924642750	OK	 
REQUEST	329		ShowPlaneClient	1589924642753	1589924642764	OK	 
USER	Clients	224	END	1589924609721	1589924642771
USER	Airlines	712	START	1589924642819	1589924642819
REQUEST	712		AirlineLogin	1589924642819	1589924642825	OK	 
REQUEST	337		AirlineLogged	1589924642830	1589924642836	OK	 
REQUEST	337		AirlineLogged Redirect 1	1589924642837	1589924642842	OK	 
USER	Airlines	713	START	1589924642919	1589924642919
USER	Clients	720	START	1589924642919	1589924642919
REQUEST	713		AirlineLogin	1589924642920	1589924642927	OK	 
REQUEST	720		ClientLogin	1589924642920	1589924642930	OK	 
REQUEST	465		ClientLogged	1589924642934	1589924642940	OK	 
REQUEST	338		AirlineLogged	1589924642937	1589924642944	OK	 
REQUEST	465		ClientLogged Redirect 1	1589924642940	1589924642947	OK	 
REQUEST	338		AirlineLogged Redirect 1	1589924642944	1589924642949	OK	 
REQUEST	330		ShowPlaneClient	1589924642950	1589924642962	OK	 
USER	Clients	225	END	1589924609917	1589924642982
USER	Airlines	714	START	1589924643017	1589924643017
REQUEST	714		AirlineLogin	1589924643018	1589924643021	OK	 
REQUEST	339		AirlineLogged	1589924643029	1589924643033	OK	 
REQUEST	339		AirlineLogged Redirect 1	1589924643033	1589924643037	OK	 
USER	Clients	721	START	1589924643120	1589924643120
USER	Airlines	715	START	1589924643120	1589924643120
REQUEST	715		AirlineLogin	1589924643121	1589924643126	OK	 
REQUEST	721		ClientLogin	1589924643121	1589924643126	OK	 
REQUEST	340		AirlineLogged	1589924643127	1589924643134	OK	 
REQUEST	340		AirlineLogged Redirect 1	1589924643134	1589924643139	OK	 
REQUEST	466		ClientLogged	1589924643138	1589924643142	OK	 
REQUEST	466		ClientLogged Redirect 1	1589924643143	1589924643147	OK	 
REQUEST	331		ShowPlaneClient	1589924643148	1589924643158	OK	 
USER	Clients	226	END	1589924610123	1589924643159
USER	Airlines	716	START	1589924643217	1589924643217
REQUEST	716		AirlineLogin	1589924643218	1589924643222	OK	 
REQUEST	341		AirlineLogged	1589924643229	1589924643233	OK	 
REQUEST	341		AirlineLogged Redirect 1	1589924643233	1589924643237	OK	 
USER	Airlines	717	START	1589924643320	1589924643320
REQUEST	717		AirlineLogin	1589924643321	1589924643326	OK	 
REQUEST	467		ClientLogged	1589924643320	1589924643328	OK	 
USER	Clients	722	START	1589924643328	1589924643328
REQUEST	467		ClientLogged Redirect 1	1589924643329	1589924643337	OK	 
REQUEST	722		ClientLogin	1589924643331	1589924643337	OK	 
REQUEST	342		AirlineLogged	1589924643329	1589924643337	OK	 
REQUEST	342		AirlineLogged Redirect 1	1589924643337	1589924643342	OK	 
USER	Clients	227	END	1589924610320	1589924643382
REQUEST	332		ShowPlaneClient	1589924643370	1589924643386	OK	 
USER	Airlines	723	START	1589924643418	1589924643418
REQUEST	723		AirlineLogin	1589924643419	1589924643423	OK	 
REQUEST	348		AirlineLogged	1589924643451	1589924643456	OK	 
REQUEST	348		AirlineLogged Redirect 1	1589924643456	1589924643462	OK	 
USER	Clients	733	START	1589924643521	1589924643521
USER	Airlines	724	START	1589924643521	1589924643521
REQUEST	724		AirlineLogin	1589924643521	1589924643526	OK	 
REQUEST	733		ClientLogin	1589924643521	1589924643527	OK	 
REQUEST	343		ShowPlaneClient	1589924643540	1589924643551	OK	 
REQUEST	478		ClientLogged	1589924643552	1589924643557	OK	 
REQUEST	349		AirlineLogged	1589924643551	1589924643558	OK	 
USER	Clients	238	END	1589924610522	1589924643562
REQUEST	478		ClientLogged Redirect 1	1589924643557	1589924643563	OK	 
REQUEST	349		AirlineLogged Redirect 1	1589924643558	1589924643563	OK	 
USER	Airlines	725	START	1589924643621	1589924643621
REQUEST	725		AirlineLogin	1589924643621	1589924643625	OK	 
REQUEST	350		AirlineLogged	1589924643647	1589924643651	OK	 
REQUEST	350		AirlineLogged Redirect 1	1589924643652	1589924643655	OK	 
USER	Clients	734	START	1589924643723	1589924643723
USER	Airlines	726	START	1589924643723	1589924643723
REQUEST	726		AirlineLogin	1589924643723	1589924643728	OK	 
REQUEST	734		ClientLogin	1589924643723	1589924643729	OK	 
REQUEST	351		AirlineLogged	1589924643750	1589924643758	OK	 
REQUEST	479		ClientLogged	1589924643753	1589924643762	OK	 
REQUEST	351		AirlineLogged Redirect 1	1589924643758	1589924643772	OK	 
REQUEST	344		ShowPlaneClient	1589924643756	1589924643777	OK	 
REQUEST	479		ClientLogged Redirect 1	1589924643762	1589924643777	OK	 
USER	Clients	239	END	1589924610720	1589924643778
USER	Airlines	727	START	1589924643820	1589924643820
REQUEST	727		AirlineLogin	1589924643821	1589924643824	OK	 
REQUEST	352		AirlineLogged	1589924643853	1589924643858	OK	 
REQUEST	352		AirlineLogged Redirect 1	1589924643858	1589924643866	OK	 
USER	Clients	735	START	1589924643920	1589924643920
USER	Airlines	728	START	1589924643920	1589924643920
REQUEST	728		AirlineLogin	1589924643921	1589924643925	OK	 
REQUEST	735		ClientLogin	1589924643921	1589924643925	OK	 
REQUEST	345		ShowPlaneClient	1589924643947	1589924643960	OK	 
REQUEST	353		AirlineLogged	1589924643958	1589924643965	OK	 
USER	Clients	240	END	1589924610917	1589924643969
REQUEST	353		AirlineLogged Redirect 1	1589924643966	1589924643971	OK	 
REQUEST	480		ClientLogged	1589924643981	1589924643985	OK	 
REQUEST	480		ClientLogged Redirect 1	1589924643985	1589924643989	OK	 
USER	Airlines	729	START	1589924644017	1589924644017
REQUEST	729		AirlineLogin	1589924644017	1589924644022	OK	 
REQUEST	354		AirlineLogged	1589924644049	1589924644054	OK	 
REQUEST	354		AirlineLogged Redirect 1	1589924644055	1589924644060	OK	 
USER	Clients	736	START	1589924644118	1589924644118
USER	Airlines	730	START	1589924644118	1589924644118
REQUEST	736		ClientLogin	1589924644119	1589924644125	OK	 
REQUEST	730		AirlineLogin	1589924644119	1589924644126	OK	 
REQUEST	355		AirlineLogged	1589924644150	1589924644156	OK	 
REQUEST	355		AirlineLogged Redirect 1	1589924644156	1589924644162	OK	 
REQUEST	346		ShowPlaneClient	1589924644153	1589924644164	OK	 
USER	Clients	241	END	1589924611119	1589924644169
REQUEST	481		ClientLogged	1589924644165	1589924644172	OK	 
REQUEST	481		ClientLogged Redirect 1	1589924644172	1589924644177	OK	 
USER	Airlines	731	START	1589924644220	1589924644220
REQUEST	731		AirlineLogin	1589924644221	1589924644226	OK	 
REQUEST	356		AirlineLogged	1589924644253	1589924644258	OK	 
REQUEST	356		AirlineLogged Redirect 1	1589924644258	1589924644262	OK	 
USER	Airlines	732	START	1589924644322	1589924644322
USER	Clients	737	START	1589924644322	1589924644322
REQUEST	732		AirlineLogin	1589924644323	1589924644327	OK	 
REQUEST	737		ClientLogin	1589924644323	1589924644327	OK	 
REQUEST	482		ClientLogged	1589924644348	1589924644356	OK	 
REQUEST	347		ShowPlaneClient	1589924644348	1589924644365	OK	 
REQUEST	482		ClientLogged Redirect 1	1589924644356	1589924644368	OK	 
REQUEST	357		AirlineLogged	1589924644367	1589924644376	OK	 
USER	Clients	242	END	1589924611318	1589924644381
REQUEST	357		AirlineLogged Redirect 1	1589924644376	1589924644381	OK	 
USER	Airlines	738	START	1589924644431	1589924644431
REQUEST	738		AirlineLogin	1589924644431	1589924644435	OK	 
REQUEST	363		AirlineLogged	1589924644431	1589924644436	OK	 
REQUEST	363		AirlineLogged Redirect 1	1589924644437	1589924644441	OK	 
USER	Clients	748	START	1589924644527	1589924644527
USER	Airlines	739	START	1589924644527	1589924644527
REQUEST	748		ClientLogin	1589924644527	1589924644532	OK	 
REQUEST	739		AirlineLogin	1589924644527	1589924644532	OK	 
REQUEST	364		AirlineLogged	1589924644527	1589924644534	OK	 
REQUEST	364		AirlineLogged Redirect 1	1589924644534	1589924644539	OK	 
REQUEST	493		ClientLogged	1589924644538	1589924644546	OK	 
REQUEST	493		ClientLogged Redirect 1	1589924644546	1589924644554	OK	 
REQUEST	358		ShowPlaneClient	1589924644549	1589924644564	OK	 
USER	Clients	253	END	1589924611517	1589924644571
USER	Airlines	740	START	1589924644630	1589924644630
REQUEST	740		AirlineLogin	1589924644631	1589924644639	OK	 
REQUEST	365		AirlineLogged	1589924644631	1589924644640	OK	 
REQUEST	365		AirlineLogged Redirect 1	1589924644641	1589924644647	OK	 
USER	Clients	749	START	1589924644727	1589924644727
USER	Airlines	741	START	1589924644727	1589924644727
REQUEST	749		ClientLogin	1589924644727	1589924644733	OK	 
REQUEST	741		AirlineLogin	1589924644727	1589924644734	OK	 
REQUEST	366		AirlineLogged	1589924644737	1589924644742	OK	 
REQUEST	366		AirlineLogged Redirect 1	1589924644742	1589924644747	OK	 
REQUEST	494		ClientLogged	1589924644748	1589924644753	OK	 
REQUEST	359		ShowPlaneClient	1589924644748	1589924644758	OK	 
REQUEST	494		ClientLogged Redirect 1	1589924644753	1589924644758	OK	 
USER	Clients	254	END	1589924611719	1589924644759
USER	Airlines	742	START	1589924644829	1589924644829
REQUEST	742		AirlineLogin	1589924644829	1589924644834	OK	 
REQUEST	367		AirlineLogged	1589924644829	1589924644835	OK	 
REQUEST	367		AirlineLogged Redirect 1	1589924644835	1589924644839	OK	 
USER	Airlines	743	START	1589924644929	1589924644929
REQUEST	368		AirlineLogged	1589924644929	1589924644944	OK	 
USER	Clients	750	START	1589924644942	1589924644942
REQUEST	743		AirlineLogin	1589924644929	1589924644946	OK	 
REQUEST	750		ClientLogin	1589924644943	1589924644948	OK	 
REQUEST	495		ClientLogged	1589924644943	1589924644949	OK	 
REQUEST	368		AirlineLogged Redirect 1	1589924644944	1589924644953	OK	 
REQUEST	495		ClientLogged Redirect 1	1589924644949	1589924644955	OK	 
REQUEST	360		ShowPlaneClient	1589924644957	1589924644966	OK	 
USER	Clients	255	END	1589924611919	1589924644990
USER	Airlines	744	START	1589924645027	1589924645027
REQUEST	744		AirlineLogin	1589924645027	1589924645032	OK	 
REQUEST	369		AirlineLogged	1589924645027	1589924645034	OK	 
REQUEST	369		AirlineLogged Redirect 1	1589924645034	1589924645037	OK	 
USER	Airlines	745	START	1589924645129	1589924645129
USER	Clients	751	START	1589924645129	1589924645129
REQUEST	751		ClientLogin	1589924645130	1589924645136	OK	 
REQUEST	370		AirlineLogged	1589924645130	1589924645138	OK	 
REQUEST	745		AirlineLogin	1589924645130	1589924645139	OK	 
REQUEST	370		AirlineLogged Redirect 1	1589924645138	1589924645149	OK	 
REQUEST	496		ClientLogged	1589924645140	1589924645152	OK	 
USER	Clients	256	END	1589924612120	1589924645157
REQUEST	496		ClientLogged Redirect 1	1589924645153	1589924645158	OK	 
REQUEST	361		ShowPlaneClient	1589924645155	1589924645169	OK	 
USER	Airlines	746	START	1589924645227	1589924645227
REQUEST	746		AirlineLogin	1589924645227	1589924645231	OK	 
REQUEST	371		AirlineLogged	1589924645249	1589924645256	OK	 
REQUEST	371		AirlineLogged Redirect 1	1589924645256	1589924645269	OK	 
USER	Clients	752	START	1589924645328	1589924645328
USER	Airlines	747	START	1589924645328	1589924645328
REQUEST	372		AirlineLogged	1589924645329	1589924645338	OK	 
REQUEST	747		AirlineLogin	1589924645329	1589924645338	OK	 
REQUEST	752		ClientLogin	1589924645329	1589924645338	OK	 
REQUEST	372		AirlineLogged Redirect 1	1589924645339	1589924645345	OK	 
REQUEST	497		ClientLogged	1589924645342	1589924645348	OK	 
REQUEST	497		ClientLogged Redirect 1	1589924645349	1589924645355	OK	 
USER	Clients	257	END	1589924612321	1589924645370
REQUEST	362		ShowPlaneClient	1589924645370	1589924645380	OK	 
USER	Airlines	753	START	1589924645409	1589924645409
REQUEST	753		AirlineLogin	1589924645409	1589924645418	OK	 
REQUEST	378		AirlineLogged	1589924645441	1589924645445	OK	 
REQUEST	378		AirlineLogged Redirect 1	1589924645445	1589924645449	OK	 
USER	Airlines	754	START	1589924645510	1589924645510
USER	Clients	763	START	1589924645514	1589924645514
REQUEST	754		AirlineLogin	1589924645511	1589924645515	OK	 
REQUEST	763		ClientLogin	1589924645514	1589924645519	OK	 
REQUEST	508		ClientLogged	1589924645522	1589924645526	OK	 
REQUEST	508		ClientLogged Redirect 1	1589924645527	1589924645531	OK	 
REQUEST	379		AirlineLogged	1589924645537	1589924645551	OK	 
REQUEST	379		AirlineLogged Redirect 1	1589924645552	1589924645557	OK	 
REQUEST	373		ShowPlaneClient	1589924645545	1589924645560	OK	 
USER	Clients	268	END	1589924612526	1589924645577
USER	Airlines	755	START	1589924645608	1589924645608
REQUEST	755		AirlineLogin	1589924645608	1589924645612	OK	 
REQUEST	380		AirlineLogged	1589924645647	1589924645652	OK	 
REQUEST	380		AirlineLogged Redirect 1	1589924645652	1589924645657	OK	 
USER	Airlines	756	START	1589924645711	1589924645711
USER	Clients	764	START	1589924645714	1589924645714
REQUEST	756		AirlineLogin	1589924645712	1589924645716	OK	 
REQUEST	764		ClientLogin	1589924645714	1589924645719	OK	 
REQUEST	509		ClientLogged	1589924645739	1589924645745	OK	 
REQUEST	374		ShowPlaneClient	1589924645739	1589924645749	OK	 
REQUEST	509		ClientLogged Redirect 1	1589924645745	1589924645754	OK	 
REQUEST	381		AirlineLogged	1589924645755	1589924645766	OK	 
REQUEST	381		AirlineLogged Redirect 1	1589924645767	1589924645776	OK	 
USER	Airlines	757	START	1589924645809	1589924645809
REQUEST	757		AirlineLogin	1589924645810	1589924645814	OK	 
USER	Clients	269	END	1589924612730	1589924645850
REQUEST	382		AirlineLogged	1589924645843	1589924645851	OK	 
REQUEST	382		AirlineLogged Redirect 1	1589924645851	1589924645856	OK	 
USER	Clients	765	START	1589924645912	1589924645912
USER	Airlines	758	START	1589924645912	1589924645912
REQUEST	758		AirlineLogin	1589924645912	1589924645917	OK	 
REQUEST	765		ClientLogin	1589924645912	1589924645918	OK	 
REQUEST	383		AirlineLogged	1589924645938	1589924645948	OK	 
REQUEST	510		ClientLogged	1589924645938	1589924645949	OK	 
REQUEST	383		AirlineLogged Redirect 1	1589924645948	1589924645954	OK	 
REQUEST	510		ClientLogged Redirect 1	1589924645950	1589924645955	OK	 
