ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaAeropuertoCSV	aerolineacreaaeropuertocsv	1590714919533	 	3.3.1
USER	AirlineCreateAirport	435	END	1590714965225	1590715065288
REQUEST	595		request_17 Redirect 1	1590715065280	1590715065288	OK	 
REQUEST	596		request_17	1590715065366	1590715065378	OK	 
REQUEST	596		request_17 Redirect 1	1590715065378	1590715065384	OK	 
USER	AirlineCreateAirport	436	END	1590714965325	1590715065387
REQUEST	597		request_17	1590715065465	1590715065477	OK	 
USER	AirlineCreateAirport	437	END	1590714965426	1590715065487
USER	AirlineCreateAirport	438	END	1590714965524	1590715065587
REQUEST	598		request_17	1590715065576	1590715065590	OK	 
REQUEST	598		request_17 Redirect 1	1590715065590	1590715065595	OK	 
USER	AirlineCreateAirport	439	END	1590714965624	1590715065698
USER	AirlineCreateAirport	441	END	1590714965825	1590715065898
USER	AirlineCreateAirport	440	END	1590714965724	1590715065909
USER	AirlineCreateAirport	442	END	1590714965937	1590715066125
USER	AirlineCreateAirport	444	END	1590714966136	1590715066187
USER	AirlineCreateAirport	443	END	1590714966037	1590715066197
USER	AirlineCreateAirport	446	END	1590714966336	1590715066398
USER	AirlineCreateAirport	445	END	1590714966236	1590715066430
USER	AirlineCreateAirport	447	END	1590714966438	1590715066509
REQUEST	599		request_17	1590715066556	1590715066566	OK	 
USER	AirlineCreateAirport	448	END	1590714966536	1590715066591
REQUEST	600		request_17	1590715066578	1590715066593	OK	 
REQUEST	602		request_17	1590715066589	1590715066603	OK	 
REQUEST	601		request_17	1590715066589	1590715066605	OK	 
REQUEST	601		request_17 Redirect 1	1590715066605	1590715066611	OK	 
REQUEST	604		request_17	1590715066626	1590715066631	OK	 
REQUEST	605		request_17	1590715066626	1590715066638	OK	 
REQUEST	605		request_17 Redirect 1	1590715066638	1590715066643	OK	 
REQUEST	607		request_17	1590715066647	1590715066660	OK	 
REQUEST	603		request_17	1590715066658	1590715066669	OK	 
REQUEST	606		request_17	1590715066669	1590715066680	OK	 
USER	AirlineCreateAirport	449	END	1590714966636	1590715066691
REQUEST	600		request_17 Redirect 1	1590715066593	1590715066699	OK	 
REQUEST	608		request_17	1590715066691	1590715066702	OK	 
REQUEST	609		request_17	1590715066695	1590715066707	OK	 
REQUEST	607		request_17 Redirect 1	1590715066660	1590715066726	OK	 
USER	AirlineCreateAirport	450	END	1590714966739	1590715066788
REQUEST	610		request_17	1590715066775	1590715066793	OK	 
REQUEST	610		request_17 Redirect 1	1590715066793	1590715066802	OK	 
REQUEST	609		request_17 Redirect 1	1590715066707	1590715066818	OK	 
REQUEST	606		request_17 Redirect 1	1590715066680	1590715066888	OK	 
REQUEST	603		request_17 Redirect 1	1590715066669	1590715066892	OK	 
REQUEST	611		request_17	1590715066879	1590715066894	OK	 
REQUEST	611		request_17 Redirect 1	1590715066894	1590715066900	OK	 
USER	AirlineCreateAirport	451	END	1590714966834	1590715066905
REQUEST	612		request_17	1590715066975	1590715066983	OK	 
REQUEST	613		request_17	1590715067088	1590715067102	OK	 
USER	AirlineCreateAirport	453	END	1590714967040	1590715067109
USER	AirlineCreateAirport	452	END	1590714966936	1590715067120
REQUEST	614		request_17	1590715067188	1590715067201	OK	 
REQUEST	614		request_17 Redirect 1	1590715067201	1590715067207	OK	 
REQUEST	613		request_17 Redirect 1	1590715067102	1590715067216	OK	 
USER	AirlineCreateAirport	454	END	1590714967136	1590715067255
USER	AirlineCreateAirport	455	END	1590714967238	1590715067298
REQUEST	615		request_17	1590715067287	1590715067299	OK	 
USER	AirlineCreateAirport	456	END	1590714967339	1590715067389
REQUEST	615		request_17 Redirect 1	1590715067299	1590715067409	OK	 
REQUEST	616		request_17	1590715067400	1590715067414	OK	 
REQUEST	616		request_17 Redirect 1	1590715067415	1590715067420	OK	 
REQUEST	617		request_17	1590715067479	1590715067492	OK	 
REQUEST	617		request_17 Redirect 1	1590715067492	1590715067498	OK	 
USER	AirlineCreateAirport	457	END	1590714967434	1590715067516
USER	AirlineCreateAirport	458	END	1590714967536	1590715067595
REQUEST	618		request_17	1590715067585	1590715067600	OK	 
REQUEST	618		request_17 Redirect 1	1590715067600	1590715067606	OK	 
REQUEST	619		request_17	1590715067685	1590715067701	OK	 
USER	AirlineCreateAirport	459	END	1590714967635	1590715067749
REQUEST	619		request_17 Redirect 1	1590715067701	1590715067764	OK	 
REQUEST	620		request_17	1590715067785	1590715067796	OK	 
REQUEST	620		request_17 Redirect 1	1590715067796	1590715067801	OK	 
USER	AirlineCreateAirport	460	END	1590714967737	1590715067805
REQUEST	621		request_17	1590715067890	1590715067900	OK	 
REQUEST	622		request_17	1590715067970	1590715067982	OK	 
REQUEST	622		request_17 Redirect 1	1590715067982	1590715067994	OK	 
USER	AirlineCreateAirport	461	END	1590714967837	1590715068029
REQUEST	623		request_17	1590715068055	1590715068070	OK	 
REQUEST	623		request_17 Redirect 1	1590715068070	1590715068076	OK	 
USER	AirlineCreateAirport	462	END	1590714967926	1590715068110
USER	AirlineCreateAirport	463	END	1590714968026	1590715068110
REQUEST	624		request_17	1590715068178	1590715068188	OK	 
USER	AirlineCreateAirport	464	END	1590714968127	1590715068189
REQUEST	625		request_17	1590715068258	1590715068271	OK	 
USER	AirlineCreateAirport	465	END	1590714968225	1590715068285
REQUEST	625		request_17 Redirect 1	1590715068271	1590715068376	OK	 
REQUEST	626		request_17	1590715068360	1590715068378	OK	 
REQUEST	626		request_17 Redirect 1	1590715068378	1590715068384	OK	 
USER	AirlineCreateAirport	466	END	1590714968326	1590715068397
REQUEST	627		request_17	1590715068476	1590715068487	OK	 
USER	AirlineCreateAirport	467	END	1590714968426	1590715068497
REQUEST	628		request_17	1590715068545	1590715068558	OK	 
REQUEST	628		request_17 Redirect 1	1590715068558	1590715068563	OK	 
REQUEST	629		request_17	1590715068665	1590715068679	OK	 
REQUEST	629		request_17 Redirect 1	1590715068679	1590715068686	OK	 
USER	AirlineCreateAirport	468	END	1590714968526	1590715068708
USER	AirlineCreateAirport	469	END	1590714968626	1590715068775
REQUEST	630		request_17	1590715068775	1590715068789	OK	 
REQUEST	630		request_17 Redirect 1	1590715068790	1590715068856	OK	 
REQUEST	631		request_17	1590715068850	1590715068863	OK	 
USER	AirlineCreateAirport	470	END	1590714968726	1590715068865
REQUEST	631		request_17 Redirect 1	1590715068863	1590715068869	OK	 
USER	AirlineCreateAirport	471	END	1590714968826	1590715068886
REQUEST	632		request_17	1590715068976	1590715068991	OK	 
REQUEST	632		request_17 Redirect 1	1590715068991	1590715068998	OK	 
USER	AirlineCreateAirport	472	END	1590714968936	1590715069009
REQUEST	633		request_17	1590715069078	1590715069093	OK	 
REQUEST	633		request_17 Redirect 1	1590715069093	1590715069099	OK	 
USER	AirlineCreateAirport	473	END	1590714969036	1590715069105
USER	AirlineCreateAirport	474	END	1590714969137	1590715069190
REQUEST	634		request_17	1590715069179	1590715069193	OK	 
REQUEST	634		request_17 Redirect 1	1590715069193	1590715069201	OK	 
REQUEST	635		request_17	1590715069279	1590715069291	OK	 
REQUEST	635		request_17 Redirect 1	1590715069292	1590715069297	OK	 
USER	AirlineCreateAirport	475	END	1590714969239	1590715069300
REQUEST	636		request_17	1590715069385	1590715069398	OK	 
REQUEST	636		request_17 Redirect 1	1590715069398	1590715069404	OK	 
USER	AirlineCreateAirport	476	END	1590714969340	1590715069417
USER	AirlineCreateAirport	477	END	1590714969434	1590715069486
REQUEST	637		request_17	1590715069486	1590715069500	OK	 
REQUEST	637		request_17 Redirect 1	1590715069500	1590715069508	OK	 
REQUEST	638		request_17	1590715069576	1590715069586	OK	 
REQUEST	639		request_17	1590715069675	1590715069685	OK	 
USER	AirlineCreateAirport	478	END	1590714969534	1590715069707
REQUEST	640		request_17	1590715069795	1590715069807	OK	 
USER	AirlineCreateAirport	479	END	1590714969635	1590715069817
USER	AirlineCreateAirport	480	END	1590714969736	1590715069870
REQUEST	641		request_17	1590715069885	1590715069897	OK	 
REQUEST	641		request_17 Redirect 1	1590715069897	1590715069903	OK	 
REQUEST	642		request_17	1590715069968	1590715069983	OK	 
USER	AirlineCreateAirport	481	END	1590714969837	1590715070005
REQUEST	643		request_17	1590715070070	1590715070084	OK	 
USER	AirlineCreateAirport	482	END	1590714969927	1590715070095
USER	AirlineCreateAirport	483	END	1590714970028	1590715070169
REQUEST	643		request_17 Redirect 1	1590715070084	1590715070186	OK	 
REQUEST	642		request_17 Redirect 1	1590715069983	1590715070188	OK	 
REQUEST	644		request_17	1590715070180	1590715070193	OK	 
USER	AirlineCreateAirport	484	END	1590714970130	1590715070198
REQUEST	645		request_17	1590715070255	1590715070266	OK	 
REQUEST	645		request_17 Redirect 1	1590715070266	1590715070271	OK	 
USER	AirlineCreateAirport	485	END	1590714970224	1590715070297
REQUEST	646		request_17	1590715070359	1590715070369	OK	 
REQUEST	647		request_17	1590715070460	1590715070473	OK	 
REQUEST	647		request_17 Redirect 1	1590715070473	1590715070480	OK	 
USER	AirlineCreateAirport	487	END	1590714970427	1590715070485
USER	AirlineCreateAirport	486	END	1590714970326	1590715070507
USER	AirlineCreateAirport	488	END	1590714970529	1590715070597
REQUEST	648		request_17	1590715070586	1590715070600	OK	 
REQUEST	648		request_17 Redirect 1	1590715070600	1590715070605	OK	 
REQUEST	649		request_17	1590715070655	1590715070667	OK	 
REQUEST	649		request_17 Redirect 1	1590715070667	1590715070672	OK	 
USER	AirlineCreateAirport	489	END	1590714970629	1590715070685
REQUEST	650		request_17	1590715070777	1590715070791	OK	 
REQUEST	650		request_17 Redirect 1	1590715070791	1590715070797	OK	 
USER	AirlineCreateAirport	490	END	1590714970724	1590715070797
USER	AirlineCreateAirport	491	END	1590714970826	1590715070878
REQUEST	651		request_17	1590715070878	1590715070894	OK	 
REQUEST	651		request_17 Redirect 1	1590715070894	1590715070902	OK	 
REQUEST	652		request_17	1590715070979	1590715070992	OK	 
USER	AirlineCreateAirport	492	END	1590714970939	1590715070995
REQUEST	652		request_17 Redirect 1	1590715070992	1590715070999	OK	 
USER	AirlineCreateAirport	493	END	1590714971034	1590715071095
REQUEST	653		request_17	1590715071090	1590715071105	OK	 
REQUEST	653		request_17 Redirect 1	1590715071105	1590715071113	OK	 
USER	AirlineCreateAirport	494	END	1590714971134	1590715071189
REQUEST	654		request_17	1590715071178	1590715071192	OK	 
REQUEST	654		request_17 Redirect 1	1590715071192	1590715071197	OK	 
REQUEST	655		request_17	1590715071276	1590715071286	OK	 
USER	AirlineCreateAirport	495	END	1590714971235	1590715071367
USER	AirlineCreateAirport	496	END	1590714971338	1590715071389
REQUEST	656		request_17	1590715071400	1590715071413	OK	 
USER	AirlineCreateAirport	497	END	1590714971436	1590715071490
REQUEST	657		request_17	1590715071490	1590715071504	OK	 
REQUEST	657		request_17 Redirect 1	1590715071504	1590715071511	OK	 
REQUEST	656		request_17 Redirect 1	1590715071414	1590715071530	OK	 
USER	AirlineCreateAirport	498	END	1590714971538	1590715071590
REQUEST	658		request_17	1590715071590	1590715071600	OK	 
USER	AirlineCreateAirport	499	END	1590714971636	1590715071679
REQUEST	659		request_17	1590715071679	1590715071692	OK	 
REQUEST	659		request_17 Redirect 1	1590715071692	1590715071771	OK	 
REQUEST	660		request_17	1590715071778	1590715071795	OK	 
REQUEST	660		request_17 Redirect 1	1590715071795	1590715071861	OK	 
REQUEST	661		request_17	1590715071877	1590715071891	OK	 
REQUEST	661		request_17 Redirect 1	1590715071891	1590715071897	OK	 
USER	AirlineCreateAirport	500	END	1590714971738	1590715071920
USER	AirlineCreateAirport	501	END	1590714971839	1590715071920
USER	AirlineCreateAirport	502	END	1590714971919	1590715071967
REQUEST	662		request_17	1590715071978	1590715071991	OK	 
REQUEST	662		request_17 Redirect 1	1590715071991	1590715072000	OK	 
REQUEST	663		request_17	1590715072079	1590715072088	OK	 
REQUEST	664		request_17	1590715072180	1590715072190	OK	 
USER	AirlineCreateAirport	503	END	1590714972020	1590715072205
USER	AirlineCreateAirport	505	END	1590714972219	1590715072285
USER	AirlineCreateAirport	504	END	1590714972119	1590715072295
REQUEST	665		request_17	1590715072285	1590715072300	OK	 
REQUEST	665		request_17 Redirect 1	1590715072300	1590715072306	OK	 
USER	AirlineCreateAirport	506	END	1590714972318	1590715072386
REQUEST	666		request_17	1590715072386	1590715072395	OK	 
REQUEST	667		request_17	1590715072475	1590715072486	OK	 
USER	AirlineCreateAirport	507	END	1590714972419	1590715072555
USER	AirlineCreateAirport	508	END	1590714972519	1590715072585
REQUEST	668		request_17	1590715072575	1590715072588	OK	 
REQUEST	668		request_17 Redirect 1	1590715072588	1590715072593	OK	 
USER	AirlineCreateAirport	509	END	1590714972618	1590715072675
REQUEST	669		request_17	1590715072686	1590715072702	OK	 
REQUEST	669		request_17 Redirect 1	1590715072702	1590715072707	OK	 
REQUEST	670		request_17	1590715072775	1590715072785	OK	 
USER	AirlineCreateAirport	510	END	1590714972718	1590715072797
USER	AirlineCreateAirport	511	END	1590714972819	1590715072886
REQUEST	671		request_17	1590715072886	1590715072901	OK	 
REQUEST	671		request_17 Redirect 1	1590715072901	1590715072907	OK	 
REQUEST	672		request_17	1590715072955	1590715072968	OK	 
REQUEST	672		request_17 Redirect 1	1590715072968	1590715072973	OK	 
USER	AirlineCreateAirport	512	END	1590714972936	1590715072998
REQUEST	673		request_17	1590715073078	1590715073092	OK	 
USER	AirlineCreateAirport	513	END	1590714973037	1590715073167
REQUEST	674		request_17	1590715073178	1590715073194	OK	 
USER	AirlineCreateAirport	514	END	1590714973138	1590715073200
REQUEST	673		request_17 Redirect 1	1590715073092	1590715073205	OK	 
REQUEST	674		request_17 Redirect 1	1590715073194	1590715073257	OK	 
REQUEST	675		request_17	1590715073280	1590715073294	OK	 
REQUEST	676		request_17	1590715073370	1590715073384	OK	 
USER	AirlineCreateAirport	516	END	1590714973337	1590715073406
REQUEST	675		request_17 Redirect 1	1590715073294	1590715073414	OK	 
USER	AirlineCreateAirport	515	END	1590714973236	1590715073427
REQUEST	676		request_17 Redirect 1	1590715073384	1590715073449	OK	 
REQUEST	677		request_17	1590715073469	1590715073484	OK	 
REQUEST	677		request_17 Redirect 1	1590715073484	1590715073490	OK	 
USER	AirlineCreateAirport	517	END	1590714973438	1590715073527
USER	AirlineCreateAirport	518	END	1590714973535	1590715073600
REQUEST	678		request_17	1590715073589	1590715073604	OK	 
REQUEST	678		request_17 Redirect 1	1590715073604	1590715073609	OK	 
USER	AirlineCreateAirport	519	END	1590714973636	1590715073685
REQUEST	679		request_17	1590715073705	1590715073717	OK	 
REQUEST	679		request_17 Redirect 1	1590715073717	1590715073723	OK	 
REQUEST	680		request_17	1590715073779	1590715073794	OK	 
USER	AirlineCreateAirport	520	END	1590714973734	1590715073795
REQUEST	680		request_17 Redirect 1	1590715073794	1590715073802	OK	 
REQUEST	681		request_17	1590715073887	1590715073900	OK	 
REQUEST	681		request_17 Redirect 1	1590715073900	1590715073906	OK	 
USER	AirlineCreateAirport	522	END	1590714973935	1590715073997
REQUEST	682		request_17	1590715073986	1590715074002	OK	 
REQUEST	682		request_17 Redirect 1	1590715074002	1590715074008	OK	 
USER	AirlineCreateAirport	521	END	1590714973835	1590715074029
REQUEST	683		request_17	1590715074086	1590715074100	OK	 
REQUEST	684		request_17	1590715074185	1590715074200	OK	 
USER	AirlineCreateAirport	523	END	1590714974036	1590715074228
USER	AirlineCreateAirport	524	END	1590714974136	1590715074239
REQUEST	683		request_17 Redirect 1	1590715074100	1590715074262	OK	 
REQUEST	684		request_17 Redirect 1	1590715074201	1590715074269	OK	 
REQUEST	685		request_17	1590715074275	1590715074289	OK	 
USER	AirlineCreateAirport	525	END	1590714974238	1590715074318
REQUEST	685		request_17 Redirect 1	1590715074289	1590715074396	OK	 
REQUEST	686		request_17	1590715074385	1590715074399	OK	 
REQUEST	686		request_17 Redirect 1	1590715074399	1590715074405	OK	 
USER	AirlineCreateAirport	526	END	1590714974338	1590715074417
USER	AirlineCreateAirport	527	END	1590714974439	1590715074497
REQUEST	687		request_17	1590715074486	1590715074501	OK	 
REQUEST	688		request_17	1590715074586	1590715074601	OK	 
REQUEST	688		request_17 Redirect 1	1590715074601	1590715074607	OK	 
REQUEST	687		request_17 Redirect 1	1590715074501	1590715074611	OK	 
USER	AirlineCreateAirport	528	END	1590714974540	1590715074628
REQUEST	689		request_17	1590715074686	1590715074707	OK	 
USER	AirlineCreateAirport	529	END	1590714974639	1590715074708
REQUEST	690		request_17	1590715074786	1590715074798	OK	 
REQUEST	690		request_17 Redirect 1	1590715074798	1590715074804	OK	 
USER	AirlineCreateAirport	530	END	1590714974738	1590715074817
USER	AirlineCreateAirport	531	END	1590714974838	1590715074885
REQUEST	691		request_17	1590715074885	1590715074895	OK	 
USER	AirlineCreateAirport	532	END	1590714974930	1590715074985
REQUEST	692		request_17	1590715074975	1590715074987	OK	 
REQUEST	692		request_17 Redirect 1	1590715074987	1590715074992	OK	 
REQUEST	693		request_17	1590715075080	1590715075090	OK	 
USER	AirlineCreateAirport	534	END	1590714975126	1590715075195
REQUEST	694		request_17	1590715075195	1590715075211	OK	 
USER	AirlineCreateAirport	533	END	1590714975027	1590715075225
REQUEST	694		request_17 Redirect 1	1590715075211	1590715075288	OK	 
REQUEST	695		request_17	1590715075280	1590715075294	OK	 
