ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	192		Home	1590716619034	1590716619040	OK	 
REQUEST	72		LoginAirline	1590716619045	1590716619048	OK	 
USER	AirlineCreateRunway	193	START	1590716619088	1590716619088
REQUEST	193		Home	1590716619089	1590716619095	OK	 
REQUEST	73		LoginAirline	1590716619099	1590716619103	OK	 
USER	AirlineCreateRunway	194	START	1590716619136	1590716619136
REQUEST	194		Home	1590716619136	1590716619142	OK	 
REQUEST	74		LoginAirline	1590716619147	1590716619150	OK	 
USER	AirlineCreateRunway	195	START	1590716619190	1590716619190
REQUEST	75		LoginAirline	1590716619194	1590716619198	OK	 
REQUEST	195		Home	1590716619190	1590716619200	OK	 
USER	AirlineCreateRunway	196	START	1590716619235	1590716619235
REQUEST	196		Home	1590716619235	1590716619241	OK	 
REQUEST	76		LoginAirline	1590716619246	1590716619250	OK	 
USER	AirlineCreateRunway	197	START	1590716619289	1590716619289
REQUEST	197		Home	1590716619289	1590716619294	OK	 
REQUEST	77		LoginAirline	1590716619300	1590716619303	OK	 
USER	AirlineCreateRunway	198	START	1590716619335	1590716619335
REQUEST	198		Home	1590716619336	1590716619341	OK	 
REQUEST	78		LoginAirline	1590716619347	1590716619350	OK	 
USER	AirlineCreateRunway	199	START	1590716619389	1590716619389
REQUEST	199		Home	1590716619390	1590716619395	OK	 
REQUEST	79		LoginAirline	1590716619404	1590716619407	OK	 
USER	AirlineCreateRunway	200	START	1590716619434	1590716619434
REQUEST	200		Home	1590716619435	1590716619439	OK	 
REQUEST	80		LoginAirline	1590716619446	1590716619448	OK	 
USER	AirlineCreateRunway	201	START	1590716619489	1590716619489
REQUEST	201		Home	1590716619490	1590716619496	OK	 
REQUEST	81		LoginAirline	1590716619495	1590716619498	OK	 
USER	AirlineCreateRunway	202	START	1590716619514	1590716619514
REQUEST	202		Home	1590716619515	1590716619519	OK	 
REQUEST	82		LoginAirline	1590716619556	1590716619559	OK	 
USER	AirlineCreateRunway	203	START	1590716619566	1590716619566
REQUEST	203		Home	1590716619567	1590716619572	OK	 
REQUEST	83		LoginAirline	1590716619609	1590716619612	OK	 
USER	AirlineCreateRunway	204	START	1590716619614	1590716619614
REQUEST	204		Home	1590716619615	1590716619619	OK	 
REQUEST	84		LoginAirline	1590716619655	1590716619658	OK	 
USER	AirlineCreateRunway	205	START	1590716619666	1590716619666
REQUEST	205		Home	1590716619666	1590716619692	OK	 
REQUEST	85		LoginAirline	1590716619708	1590716619712	OK	 
USER	AirlineCreateRunway	206	START	1590716619719	1590716619719
REQUEST	206		Home	1590716619719	1590716619725	OK	 
REQUEST	86		LoginAirline	1590716619755	1590716619758	OK	 
USER	AirlineCreateRunway	207	START	1590716619765	1590716619765
REQUEST	207		Home	1590716619765	1590716619772	OK	 
REQUEST	87		LoginAirline	1590716619809	1590716619812	OK	 
USER	AirlineCreateRunway	208	START	1590716619819	1590716619819
REQUEST	208		Home	1590716619819	1590716619825	OK	 
REQUEST	88		LoginAirline	1590716619856	1590716619859	OK	 
USER	AirlineCreateRunway	209	START	1590716619867	1590716619867
REQUEST	209		Home	1590716619867	1590716619873	OK	 
REQUEST	89		LoginAirline	1590716619909	1590716619911	OK	 
USER	AirlineCreateRunway	210	START	1590716619919	1590716619919
REQUEST	210		Home	1590716619920	1590716619924	OK	 
REQUEST	90		LoginAirline	1590716619955	1590716619957	OK	 
USER	AirlineCreateRunway	211	START	1590716619965	1590716619965
REQUEST	211		Home	1590716619965	1590716619970	OK	 
REQUEST	91		LoginAirline	1590716620008	1590716620011	OK	 
USER	AirlineCreateRunway	212	START	1590716620018	1590716620018
REQUEST	212		Home	1590716620019	1590716620024	OK	 
USER	AirlineCreateRunway	213	START	1590716620065	1590716620065
REQUEST	92		LoginAirline	1590716620066	1590716620072	OK	 
REQUEST	213		Home	1590716620066	1590716620075	OK	 
REQUEST	93		LoginAirline	1590716620108	1590716620110	OK	 
USER	AirlineCreateRunway	214	START	1590716620118	1590716620118
REQUEST	214		Home	1590716620119	1590716620124	OK	 
REQUEST	94		LoginAirline	1590716620155	1590716620158	OK	 
USER	AirlineCreateRunway	215	START	1590716620165	1590716620165
REQUEST	215		Home	1590716620166	1590716620171	OK	 
REQUEST	95		LoginAirline	1590716620209	1590716620211	OK	 
USER	AirlineCreateRunway	216	START	1590716620219	1590716620219
REQUEST	216		Home	1590716620220	1590716620226	OK	 
REQUEST	96		LoginAirline	1590716620255	1590716620258	OK	 
USER	AirlineCreateRunway	217	START	1590716620266	1590716620266
REQUEST	217		Home	1590716620267	1590716620271	OK	 
REQUEST	97		LoginAirline	1590716620304	1590716620307	OK	 
USER	AirlineCreateRunway	218	START	1590716620314	1590716620314
REQUEST	218		Home	1590716620314	1590716620319	OK	 
REQUEST	98		LoginAirline	1590716620357	1590716620360	OK	 
USER	AirlineCreateRunway	219	START	1590716620367	1590716620367
REQUEST	219		Home	1590716620367	1590716620373	OK	 
REQUEST	99		LoginAirline	1590716620404	1590716620407	OK	 
USER	AirlineCreateRunway	220	START	1590716620415	1590716620415
REQUEST	220		Home	1590716620415	1590716620421	OK	 
USER	AirlineCreateRunway	221	START	1590716620469	1590716620469
REQUEST	100		LoginAirline	1590716620469	1590716620475	OK	 
REQUEST	221		Home	1590716620469	1590716620478	OK	 
USER	AirlineCreateRunway	222	START	1590716620516	1590716620516
REQUEST	101		LoginAirline	1590716620516	1590716620521	OK	 
REQUEST	222		Home	1590716620516	1590716620523	OK	 
USER	AirlineCreateRunway	223	START	1590716620569	1590716620569
REQUEST	102		LoginAirline	1590716620570	1590716620574	OK	 
REQUEST	223		Home	1590716620570	1590716620593	OK	 
REQUEST	103		LoginAirline	1590716620606	1590716620608	OK	 
USER	AirlineCreateRunway	224	START	1590716620616	1590716620616
REQUEST	224		Home	1590716620617	1590716620621	OK	 
REQUEST	104		LoginAirline	1590716620657	1590716620659	OK	 
USER	AirlineCreateRunway	225	START	1590716620667	1590716620667
REQUEST	225		Home	1590716620667	1590716620672	OK	 
REQUEST	105		LoginAirline	1590716620709	1590716620712	OK	 
USER	AirlineCreateRunway	226	START	1590716620720	1590716620720
REQUEST	226		Home	1590716620720	1590716620727	OK	 
REQUEST	106		LoginAirline	1590716620756	1590716620758	OK	 
USER	AirlineCreateRunway	227	START	1590716620767	1590716620767
REQUEST	227		Home	1590716620767	1590716620771	OK	 
REQUEST	107		LoginAirline	1590716620800	1590716620802	OK	 
USER	AirlineCreateRunway	228	START	1590716620814	1590716620814
REQUEST	228		Home	1590716620814	1590716620819	OK	 
REQUEST	108		LoginAirline	1590716620858	1590716620860	OK	 
USER	AirlineCreateRunway	229	START	1590716620868	1590716620868
REQUEST	229		Home	1590716620869	1590716620873	OK	 
REQUEST	109		LoginAirline	1590716620905	1590716620908	OK	 
USER	AirlineCreateRunway	230	START	1590716620916	1590716620916
REQUEST	230		Home	1590716620917	1590716620921	OK	 
REQUEST	110		LoginAirline	1590716620959	1590716620962	OK	 
USER	AirlineCreateRunway	231	START	1590716620964	1590716620964
REQUEST	231		Home	1590716620964	1590716620969	OK	 
REQUEST	111		LoginAirline	1590716621008	1590716621011	OK	 
USER	AirlineCreateRunway	232	START	1590716621019	1590716621019
REQUEST	232		Home	1590716621019	1590716621024	OK	 
REQUEST	112		LoginAirline	1590716621055	1590716621058	OK	 
USER	AirlineCreateRunway	233	START	1590716621066	1590716621066
REQUEST	233		Home	1590716621066	1590716621071	OK	 
REQUEST	113		LoginAirline	1590716621109	1590716621111	OK	 
USER	AirlineCreateRunway	234	START	1590716621119	1590716621119
REQUEST	234		Home	1590716621119	1590716621124	OK	 
USER	AirlineCreateRunway	235	START	1590716621165	1590716621165
REQUEST	114		LoginAirline	1590716621165	1590716621168	OK	 
REQUEST	235		Home	1590716621165	1590716621170	OK	 
REQUEST	115		LoginAirline	1590716621208	1590716621211	OK	 
USER	AirlineCreateRunway	236	START	1590716621219	1590716621219
REQUEST	236		Home	1590716621219	1590716621224	OK	 
REQUEST	116		LoginAirline	1590716621255	1590716621258	OK	 
USER	AirlineCreateRunway	237	START	1590716621266	1590716621266
REQUEST	237		Home	1590716621266	1590716621271	OK	 
REQUEST	117		LoginAirline	1590716621309	1590716621311	OK	 
USER	AirlineCreateRunway	238	START	1590716621320	1590716621320
REQUEST	238		Home	1590716621320	1590716621325	OK	 
REQUEST	118		LoginAirline	1590716621356	1590716621358	OK	 
USER	AirlineCreateRunway	239	START	1590716621366	1590716621366
REQUEST	239		Home	1590716621367	1590716621372	OK	 
REQUEST	119		LoginAirline	1590716621410	1590716621412	OK	 
USER	AirlineCreateRunway	240	START	1590716621414	1590716621414
REQUEST	240		Home	1590716621414	1590716621419	OK	 
REQUEST	120		LoginAirline	1590716621455	1590716621457	OK	 
USER	AirlineCreateRunway	241	START	1590716621465	1590716621465
REQUEST	241		Home	1590716621466	1590716621471	OK	 
REQUEST	121		LoginAirline	1590716621510	1590716621513	OK	 
USER	AirlineCreateRunway	242	START	1590716621534	1590716621534
REQUEST	242		Home	1590716621535	1590716621539	OK	 
REQUEST	122		LoginAirline	1590716621546	1590716621548	OK	 
USER	AirlineCreateRunway	243	START	1590716621589	1590716621589
REQUEST	243		Home	1590716621590	1590716621594	OK	 
REQUEST	123		LoginAirline	1590716621594	1590716621597	OK	 
USER	AirlineCreateRunway	244	START	1590716621635	1590716621635
REQUEST	244		Home	1590716621636	1590716621643	OK	 
REQUEST	124		LoginAirline	1590716621656	1590716621660	OK	 
USER	AirlineCreateRunway	245	START	1590716621688	1590716621688
REQUEST	245		Home	1590716621689	1590716621693	OK	 
REQUEST	125		LoginAirline	1590716621699	1590716621702	OK	 
USER	AirlineCreateRunway	246	START	1590716621736	1590716621736
REQUEST	246		Home	1590716621736	1590716621741	OK	 
REQUEST	126		LoginAirline	1590716621778	1590716621781	OK	 
USER	AirlineCreateRunway	247	START	1590716621788	1590716621788
REQUEST	247		Home	1590716621788	1590716621793	OK	 
REQUEST	127		LoginAirline	1590716621799	1590716621802	OK	 
REQUEST	128		LoginAirline	1590716621848	1590716621851	OK	 
USER	AirlineCreateRunway	248	START	1590716621837	1590716621837
REQUEST	248		Home	1590716621862	1590716621868	OK	 
USER	AirlineCreateRunway	249	START	1590716621884	1590716621884
REQUEST	249		Home	1590716621884	1590716621889	OK	 
REQUEST	129		LoginAirline	1590716621895	1590716621898	OK	 
USER	AirlineCreateRunway	250	START	1590716621937	1590716621937
REQUEST	250		Home	1590716621937	1590716621942	OK	 
REQUEST	130		LoginAirline	1590716621948	1590716621951	OK	 
USER	AirlineCreateRunway	251	START	1590716621984	1590716621984
REQUEST	251		Home	1590716621984	1590716621990	OK	 
REQUEST	131		LoginAirline	1590716621995	1590716621998	OK	 
USER	AirlineCreateRunway	252	START	1590716622038	1590716622038
REQUEST	252		Home	1590716622038	1590716622043	OK	 
REQUEST	132		LoginAirline	1590716622049	1590716622052	OK	 
USER	AirlineCreateRunway	253	START	1590716622085	1590716622085
REQUEST	253		Home	1590716622085	1590716622090	OK	 
REQUEST	133		LoginAirline	1590716622096	1590716622098	OK	 
REQUEST	134		LoginAirline	1590716622150	1590716622153	OK	 
USER	AirlineCreateRunway	255	START	1590716622185	1590716622185
REQUEST	255		Home	1590716622186	1590716622191	OK	 
REQUEST	135		LoginAirline	1590716622196	1590716622199	OK	 
USER	AirlineCreateRunway	254	START	1590716622139	1590716622139
REQUEST	254		Home	1590716622212	1590716622217	OK	 
USER	AirlineCreateRunway	256	START	1590716622234	1590716622234
REQUEST	256		Home	1590716622235	1590716622240	OK	 
REQUEST	136		LoginAirline	1590716622255	1590716622258	OK	 
USER	AirlineCreateRunway	257	START	1590716622287	1590716622287
REQUEST	257		Home	1590716622288	1590716622293	OK	 
REQUEST	137		LoginAirline	1590716622298	1590716622301	OK	 
USER	AirlineCreateRunway	258	START	1590716622334	1590716622334
REQUEST	258		Home	1590716622334	1590716622338	OK	 
REQUEST	138		LoginAirline	1590716622344	1590716622347	OK	 
USER	AirlineCreateRunway	259	START	1590716622388	1590716622388
REQUEST	259		Home	1590716622388	1590716622393	OK	 
REQUEST	139		LoginAirline	1590716622399	1590716622401	OK	 
USER	AirlineCreateRunway	260	START	1590716622437	1590716622437
REQUEST	260		Home	1590716622437	1590716622441	OK	 
REQUEST	140		LoginAirline	1590716622448	1590716622451	OK	 
USER	AirlineCreateRunway	261	START	1590716622484	1590716622484
REQUEST	261		Home	1590716622484	1590716622489	OK	 
REQUEST	141		LoginAirline	1590716622495	1590716622497	OK	 
USER	AirlineCreateRunway	262	START	1590716622537	1590716622537
REQUEST	262		Home	1590716622538	1590716622543	OK	 
REQUEST	142		LoginAirline	1590716622560	1590716622563	OK	 
USER	AirlineCreateRunway	263	START	1590716622585	1590716622585
REQUEST	263		Home	1590716622586	1590716622590	OK	 
REQUEST	143		LoginAirline	1590716622608	1590716622610	OK	 
USER	AirlineCreateRunway	264	START	1590716622634	1590716622634
REQUEST	264		Home	1590716622634	1590716622638	OK	 
REQUEST	144		LoginAirline	1590716622654	1590716622657	OK	 
USER	AirlineCreateRunway	265	START	1590716622687	1590716622687
REQUEST	265		Home	1590716622688	1590716622692	OK	 
REQUEST	145		LoginAirline	1590716622709	1590716622712	OK	 
USER	AirlineCreateRunway	266	START	1590716622734	1590716622734
REQUEST	266		Home	1590716622734	1590716622739	OK	 
REQUEST	146		LoginAirline	1590716622756	1590716622759	OK	 
USER	AirlineCreateRunway	267	START	1590716622788	1590716622788
REQUEST	267		Home	1590716622788	1590716622793	OK	 
REQUEST	147		LoginAirline	1590716622798	1590716622801	OK	 
USER	AirlineCreateRunway	268	START	1590716622835	1590716622835
REQUEST	268		Home	1590716622835	1590716622840	OK	 
REQUEST	148		LoginAirline	1590716622857	1590716622860	OK	 
USER	AirlineCreateRunway	269	START	1590716622907	1590716622907
REQUEST	269		Home	1590716622908	1590716622920	OK	 
REQUEST	149		LoginAirline	1590716622919	1590716622923	OK	 
USER	AirlineCreateRunway	270	START	1590716622935	1590716622935
REQUEST	270		Home	1590716622935	1590716622942	OK	 
REQUEST	150		LoginAirline	1590716622957	1590716622960	OK	 
USER	AirlineCreateRunway	271	START	1590716622989	1590716622989
REQUEST	271		Home	1590716622990	1590716622995	OK	 
REQUEST	151		LoginAirline	1590716623004	1590716623007	OK	 
USER	AirlineCreateRunway	272	START	1590716623035	1590716623035
REQUEST	272		Home	1590716623036	1590716623041	OK	 
REQUEST	152		LoginAirline	1590716623056	1590716623058	OK	 
USER	AirlineCreateRunway	273	START	1590716623088	1590716623088
REQUEST	273		Home	1590716623088	1590716623098	OK	 
REQUEST	153		LoginAirline	1590716623104	1590716623107	OK	 
USER	AirlineCreateRunway	274	START	1590716623135	1590716623135
REQUEST	274		Home	1590716623136	1590716623141	OK	 
REQUEST	154		LoginAirline	1590716623157	1590716623159	OK	 
USER	AirlineCreateRunway	275	START	1590716623188	1590716623188
REQUEST	275		Home	1590716623189	1590716623196	OK	 
REQUEST	155		LoginAirline	1590716623209	1590716623214	OK	 
USER	AirlineCreateRunway	276	START	1590716623236	1590716623236
REQUEST	276		Home	1590716623236	1590716623241	OK	 
REQUEST	156		LoginAirline	1590716623268	1590716623271	OK	 
USER	AirlineCreateRunway	277	START	1590716623284	1590716623284
REQUEST	277		Home	1590716623284	1590716623289	OK	 
REQUEST	157		LoginAirline	1590716623305	1590716623308	OK	 
USER	AirlineCreateRunway	278	START	1590716623337	1590716623337
REQUEST	278		Home	1590716623337	1590716623342	OK	 
REQUEST	158		LoginAirline	1590716623359	1590716623362	OK	 
USER	AirlineCreateRunway	279	START	1590716623384	1590716623384
REQUEST	279		Home	1590716623384	1590716623391	OK	 
REQUEST	159		LoginAirline	1590716623405	1590716623407	OK	 
USER	AirlineCreateRunway	280	START	1590716623437	1590716623437
REQUEST	280		Home	1590716623437	1590716623441	OK	 
REQUEST	160		LoginAirline	1590716623459	1590716623461	OK	 
USER	AirlineCreateRunway	281	START	1590716623484	1590716623484
REQUEST	281		Home	1590716623484	1590716623488	OK	 
REQUEST	161		LoginAirline	1590716623506	1590716623508	OK	 
USER	AirlineCreateRunway	282	START	1590716623538	1590716623538
REQUEST	282		Home	1590716623539	1590716623543	OK	 
REQUEST	162		LoginAirline	1590716623550	1590716623552	OK	 
USER	AirlineCreateRunway	283	START	1590716623585	1590716623585
REQUEST	283		Home	1590716623586	1590716623591	OK	 
REQUEST	163		LoginAirline	1590716623596	1590716623599	OK	 
USER	AirlineCreateRunway	284	START	1590716623634	1590716623634
REQUEST	284		Home	1590716623634	1590716623642	OK	 
REQUEST	164		LoginAirline	1590716623655	1590716623658	OK	 
USER	AirlineCreateRunway	285	START	1590716623687	1590716623687
REQUEST	285		Home	1590716623688	1590716623692	OK	 
REQUEST	165		LoginAirline	1590716623698	1590716623702	OK	 
USER	AirlineCreateRunway	286	START	1590716623734	1590716623734
REQUEST	286		Home	1590716623735	1590716623739	OK	 
REQUEST	166		LoginAirline	1590716623744	1590716623748	OK	 
USER	AirlineCreateRunway	287	START	1590716623786	1590716623786
REQUEST	287		Home	1590716623787	1590716623791	OK	 
REQUEST	167		LoginAirline	1590716623797	1590716623801	OK	 
USER	AirlineCreateRunway	288	START	1590716623835	1590716623835
REQUEST	288		Home	1590716623835	1590716623840	OK	 
REQUEST	168		LoginAirline	1590716623845	1590716623849	OK	 
USER	AirlineCreateRunway	289	START	1590716623889	1590716623889
REQUEST	289		Home	1590716623890	1590716623898	OK	 
REQUEST	169		LoginAirline	1590716623900	1590716623903	OK	 
USER	AirlineCreateRunway	290	START	1590716623936	1590716623936
REQUEST	290		Home	1590716623936	1590716623941	OK	 
REQUEST	170		LoginAirline	1590716623947	1590716623950	OK	 
USER	AirlineCreateRunway	291	START	1590716623984	1590716623984
REQUEST	291		Home	1590716623984	1590716623990	OK	 
REQUEST	171		LoginAirline	1590716623995	1590716624000	OK	 
USER	AirlineCreateRunway	292	START	1590716624039	1590716624039
REQUEST	172		LoginAirline	1590716624039	1590716624045	OK	 
REQUEST	292		Home	1590716624039	1590716624054	OK	 
USER	AirlineCreateRunway	293	START	1590716624087	1590716624087
REQUEST	293		Home	1590716624088	1590716624096	OK	 
REQUEST	173		LoginAirline	1590716624102	1590716624106	OK	 
USER	AirlineCreateRunway	294	START	1590716624137	1590716624137
REQUEST	294		Home	1590716624138	1590716624145	OK	 
REQUEST	174		LoginAirline	1590716624148	1590716624153	OK	 
USER	AirlineCreateRunway	295	START	1590716624187	1590716624187
REQUEST	295		Home	1590716624188	1590716624192	OK	 
REQUEST	175		LoginAirline	1590716624198	1590716624201	OK	 
USER	AirlineCreateRunway	296	START	1590716624234	1590716624234
REQUEST	296		Home	1590716624234	1590716624239	OK	 
REQUEST	176		LoginAirline	1590716624245	1590716624248	OK	 
USER	AirlineCreateRunway	297	START	1590716624288	1590716624288
REQUEST	297		Home	1590716624288	1590716624293	OK	 
REQUEST	177		LoginAirline	1590716624299	1590716624302	OK	 
USER	AirlineCreateRunway	298	START	1590716624334	1590716624334
REQUEST	298		Home	1590716624334	1590716624339	OK	 
REQUEST	178		LoginAirline	1590716624345	1590716624348	OK	 
